,purchasenumber,purchaseobjectinfo,responsibleorg_regnum,responsibleorg_fullname,responsibleorg_postaddress,responsibleorg_factaddress,responsibleorg_inn,responsiblerole,max_price,final_price,execution_period,ratio_final_to_reserve_price,month_year,zip_code
6755,173200001421000672,Выполнение строительно-монтажных работ по устройству наружного освещения образовательных учреждений на территории САО города Москвы,1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, Макаренко, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,RA,59570985.3,3058367401.0,1486.0,51.33988275664798,2021-04,105062
6774,173200001421000704,Аукцион в электронной форме на право заключения контракта на поставку лекарственных препаратов (Вакцина для профилактики гриппа [инактивированная]) для обеспечения стационарных медицинских организаций города Москвы (УНЗ Z2114010),1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, Макаренко, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,RA,555450372.0,9344711.04,881.0,0.01682366510324346,2021-05,105062
6782,173200001421000736,Электронный аукцион на поставку реагентов и расходных материалов для анализатора IMMULITE 2000XPI (Закрытая система) для нужд ГБУЗ «ДЦЛИ ДЗМ»,1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, Макаренко, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,RA,70463206.7,3305229.12,881.0,0.046907162969067655,2021-05,105062
6804,173200001421000768,Поставка товаров: ЧАСТИ И ПРИНАДЛЕЖНОСТИ ДЛЯ ПОДЪЕМНОГО ОБОРУДОВАНИЯ. Поставка ступеней эскалатора,1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, Макаренко, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,RA,254653972.2,3313014506.7,539.0,13.009867774997934,2021-05,105062
6830,173200001421000832,"Аукцион в электронной форме на право заключения контракта на поставку расходных материалов для ремонтно-восстановительных работ и технического обслуживания коммунально-дорожного оборудования, тракторов и специальной самоходной техники ГБУ ""Автомобильные дороги""",1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, Макаренко, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,RA,90000000.0,51260124.43,333.0,0.5695569381111111,2021-05,105062
6872,173200001421000928,"Аукцион в электронной форме на право заключения контракта на поставку лекарственных препаратов (Рибоциклиб) для обеспечения граждан, имеющих право на получение государственной социальной помощи в городе Москве (УНЗ Z2118512) (6 ЗНО)",1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1","Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1",7704515009,RA,167924310.75,153249131.93,109.0,0.9126083724598525,2021-06,105062
6895,173200001421000960,"Выполнение работ по приведению в нормативное состояние улиц и общественных пространств, прилегающих к набережным города Москвы (лот 8)",1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1","Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1",7704515009,RA,1390551093.55,34917692.99,287.0,0.025110686800336884,2021-06,105062
6919,173200001421000992,Аукцион в электронной форме на право заключения контракта на поставку лекарственного средства: тоцилизумаб.,1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1","Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1",7704515009,RA,62023869.6,280663707.68,424.0,4.52509186366534,2021-07,105062
6958,173200001421001056,"Выполнение проектно-изыскательских работ и работ по строительству объекта капитального строительства: «Строительство улично-дорожной сети с искусственными сооружениями и переустройством инженерных коммуникаций на участке от ул. Грайвороновская до ул. Шоссейной, включая транспортную развязку на пересечении с Волгоградским проспектом. Перебазирование ГБУ «Московские ярмарки» на земельный участок по адресу: г. Москва, Волгоградский проспект, вл.49»",1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1","Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1",7704515009,RA,304940360.0,278669237.17,359.0,0.9138483248658853,2021-07,105062
6997,173200001421001120,"Оказание услуг по эксплуатации паркоматов, установленных на улично-дорожной сети в городе Москве",1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,RA,238231622.86,220659554.73,738.0,0.9262395650122129,2021-08,105062
7051,173200001421001216,Поставка воды питьевой (СЗ-В-03-21),1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,ORA,3397269.5,7931862.93,790.0,2.3347758928162747,2021-08,105062
7080,173200001421001280,Поставка сертификатов на техническую поддержку программного обеспечения,1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,RA,128627307.44,58650000.0,435.0,0.45596849663791733,2021-09,105062
7097,173200001421001312,"Аукцион в электронной форме на поставку кровати больничной, в рамках реализации Государственной программы города Москвы «Развитие здравоохранения города Москвы (Столичное здравоохранение)» (ГКОБ2021-64)",1732000014,ДЕПАРТАМЕНТ ГОРОДА МОСКВЫ ПО КОНКУРЕНТНОЙ ПОЛИТИКЕ,"Российская Федерация, 105062, Москва, УЛИЦА МАКАРЕНКО, 4/1","Российская Федерация, 105062, Москва, Макаренко, 4/1",7704515009,RA,57925832.64,3228896.76,165.0,0.05574191363060914,2021-09,105062
